class_code,college_name,department_name,course_name,professor,class_time,class_type,class_room,class_time_number
SWE3048-42,정보통신대학,소프트웨어학과,"웹프로그래밍실습
Web Programming Lab",타메르,"화18:00-18:50【85712】,화19:00-19:50【85712】,화20:00-20:50【85712】,화21:00-21:45【85712】",국제어수업,85712,"2_18001850, 2_19001950, 2_20002050, 2_21002145"
SWE3048-43,정보통신대학,소프트웨어학과,"웹프로그래밍실습
Web Programming Lab",김영훈,"수18:00-18:50【85713】,수19:00-19:50【85713】,수20:00-20:50【85713】,수21:00-21:45【85713】",일반수업,85713,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
SWE3048-44,정보통신대학,소프트웨어학과,"웹프로그래밍실습
Web Programming Lab",타메르,"수18:00-18:50【85712】,수19:00-19:50【85712】,수20:00-20:50【85712】,수21:00-21:45【85712】",국제어수업,85712,"3_18001850, 3_19001950, 3_20002050, 3_21002145"
SWE3050-41,정보통신대학,소프트웨어학과,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",국제어수업,26515,"1_13301445, 3_12001315"
SWE3052-41,정보통신대학,소프트웨어학과,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",국제어수업,26223,"1_10301145, 3_09001015"
ICE3037-41,정보통신대학,융합소프트웨어연계전공,"종합설계프로젝트
Capstone Design",조준동,"화18:00-19:15【22110】,화19:30-20:45【22110】",일반수업,22110,"2_18001915, 2_19302045"
ICE3037-42,정보통신대학,융합소프트웨어연계전공,"종합설계프로젝트
Capstone Design",양영구,"화18:00-19:15【85731】,화19:30-20:45【22203】",일반수업,85731,"2_18001915, 2_19302045"
ICE3037-43,정보통신대학,융합소프트웨어연계전공,"종합설계프로젝트
Capstone Design",유재천,"금12:00-13:15【23529】,금13:30-14:45【23529】",일반수업,23529,"5_12001315, 5_13301445"
ICE3037-44,정보통신대학,융합소프트웨어연계전공,"종합설계프로젝트
Capstone Design",이호준,"화12:00-13:15【26310】,목13:30-14:45【26310】",일반수업,26310,"2_12001315, 4_13301445"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
SWE2023-41,정보통신대학,융합소프트웨어연계전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】",국제어수업,85712,"4_18001850, 4_19001950, 4_20002050, 4_21002145"
SWE3022-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】",국제어수업,85718,"1_16301745, 3_15001615"
SWE3022-42,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】",일반수업,85712,"2_13301445, 4_12001315"
SWE3022-43,정보통신대학,융합소프트웨어연계전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】",강의저장수업,400126,"1_13301445, 3_12001315"
SWE2015-41,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",강의저장수업,23217,"1_09001015, 3_10301145"
SWE2015-42,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",국제어수업,26312,"2_09001015, 4_10301145"
SWE2015-43,정보통신대학,융합소프트웨어연계전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2020-41,정보통신대학,융합소프트웨어연계전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】",일반수업,26312,"4_13001350, 4_14001450"
